[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'num_leaves' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'learning_rate' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'max_depth' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'min_data_in_leaf' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'feature_fraction' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'bagging_fraction' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'bagging_freq' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'lambda_l1' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'lambda_l2' was locked by 'sweep' (ignored update).
[1]	training's auc: 0.812356	valid_1's auc: 0.812614
[26]	training's auc: 0.841206	valid_1's auc: 0.840903
[27]	training's auc: 0.841613	valid_1's auc: 0.841311
[28]	training's auc: 0.84186	valid_1's auc: 0.841556
[29]	training's auc: 0.842237	valid_1's auc: 0.841901
[30]	training's auc: 0.842542	valid_1's auc: 0.842154
[31]	training's auc: 0.842918	valid_1's auc: 0.842501
[32]	training's auc: 0.84314	valid_1's auc: 0.8427
[33]	training's auc: 0.843506	valid_1's auc: 0.843054
[34]	training's auc: 0.843825	valid_1's auc: 0.843382
[35]	training's auc: 0.844095	valid_1's auc: 0.843615
[36]	training's auc: 0.844404	valid_1's auc: 0.843868
[37]	training's auc: 0.84468	valid_1's auc: 0.844133
[38]	training's auc: 0.844891	valid_1's auc: 0.8443
[39]	training's auc: 0.845169	valid_1's auc: 0.844551
[40]	training's auc: 0.845446	valid_1's auc: 0.844809
[41]	training's auc: 0.845724	valid_1's auc: 0.845049
[42]	training's auc: 0.845949	valid_1's auc: 0.845227
[43]	training's auc: 0.846199	valid_1's auc: 0.845448
[44]	training's auc: 0.846474	valid_1's auc: 0.845719
[45]	training's auc: 0.84675	valid_1's auc: 0.845951
[46]	training's auc: 0.846986	valid_1's auc: 0.846151
[47]	training's auc: 0.847225	valid_1's auc: 0.846366
[48]	training's auc: 0.847456	valid_1's auc: 0.846575
[49]	training's auc: 0.847675	valid_1's auc: 0.84677
[50]	training's auc: 0.847921	valid_1's auc: 0.847008
[51]	training's auc: 0.848128	valid_1's auc: 0.847176
[52]	training's auc: 0.848338	valid_1's auc: 0.847357
[53]	training's auc: 0.848601	valid_1's auc: 0.847569
[54]	training's auc: 0.848802	valid_1's auc: 0.847721
[55]	training's auc: 0.849012	valid_1's auc: 0.847899
[56]	training's auc: 0.849225	valid_1's auc: 0.848055
[57]	training's auc: 0.849415	valid_1's auc: 0.848223
[58]	training's auc: 0.849613	valid_1's auc: 0.8484
[59]	training's auc: 0.849807	valid_1's auc: 0.84853
[60]	training's auc: 0.849986	valid_1's auc: 0.84867
[61]	training's auc: 0.850178	valid_1's auc: 0.848828
[62]	training's auc: 0.850351	valid_1's auc: 0.848969
[63]	training's auc: 0.850537	valid_1's auc: 0.849122
[64]	training's auc: 0.850725	valid_1's auc: 0.84927
[65]	training's auc: 0.85089	valid_1's auc: 0.849392
[66]	training's auc: 0.85107	valid_1's auc: 0.84952
[67]	training's auc: 0.851242	valid_1's auc: 0.849648
[68]	training's auc: 0.851394	valid_1's auc: 0.849748
[69]	training's auc: 0.851568	valid_1's auc: 0.849871
[70]	training's auc: 0.851713	valid_1's auc: 0.849987
[71]	training's auc: 0.851884	valid_1's auc: 0.850104
[72]	training's auc: 0.852053	valid_1's auc: 0.850241
[73]	training's auc: 0.852232	valid_1's auc: 0.850365
[74]	training's auc: 0.852395	valid_1's auc: 0.850503
[75]	training's auc: 0.85254	valid_1's auc: 0.850603
[76]	training's auc: 0.852696	valid_1's auc: 0.8507
[77]	training's auc: 0.852851	valid_1's auc: 0.850799
[78]	training's auc: 0.85301	valid_1's auc: 0.850908
[79]	training's auc: 0.853152	valid_1's auc: 0.851012
[80]	training's auc: 0.853288	valid_1's auc: 0.851089
[81]	training's auc: 0.85343	valid_1's auc: 0.851187
[82]	training's auc: 0.853571	valid_1's auc: 0.8513
[83]	training's auc: 0.85371	valid_1's auc: 0.851379
[84]	training's auc: 0.853834	valid_1's auc: 0.851446
[85]	training's auc: 0.853974	valid_1's auc: 0.851555
[86]	training's auc: 0.854122	valid_1's auc: 0.851647
[87]	training's auc: 0.854236	valid_1's auc: 0.851718
[88]	training's auc: 0.854352	valid_1's auc: 0.851785
[89]	training's auc: 0.854479	valid_1's auc: 0.851877
[90]	training's auc: 0.854612	valid_1's auc: 0.851952
[91]	training's auc: 0.854718	valid_1's auc: 0.852021
[92]	training's auc: 0.854817	valid_1's auc: 0.852079
[93]	training's auc: 0.854895	valid_1's auc: 0.852126
[94]	training's auc: 0.855001	valid_1's auc: 0.852182
[95]	training's auc: 0.855119	valid_1's auc: 0.852235
[96]	training's auc: 0.85523	valid_1's auc: 0.852293
[97]	training's auc: 0.855339	valid_1's auc: 0.852358
[98]	training's auc: 0.855457	valid_1's auc: 0.852447
[99]	training's auc: 0.855566	valid_1's auc: 0.852528
[100]	training's auc: 0.855681	valid_1's auc: 0.852592
[101]	training's auc: 0.855784	valid_1's auc: 0.852646
[102]	training's auc: 0.855891	valid_1's auc: 0.852703
[103]	training's auc: 0.856026	valid_1's auc: 0.852784
[104]	training's auc: 0.856125	valid_1's auc: 0.852854
[105]	training's auc: 0.856216	valid_1's auc: 0.8529
[106]	training's auc: 0.856315	valid_1's auc: 0.852949
[107]	training's auc: 0.856404	valid_1's auc: 0.853
[108]	training's auc: 0.856518	valid_1's auc: 0.853058
[109]	training's auc: 0.856611	valid_1's auc: 0.853123
[110]	training's auc: 0.856712	valid_1's auc: 0.853173
[111]	training's auc: 0.856827	valid_1's auc: 0.853214
[112]	training's auc: 0.856912	valid_1's auc: 0.853249
[113]	training's auc: 0.857009	valid_1's auc: 0.853308
[114]	training's auc: 0.857124	valid_1's auc: 0.853391
[115]	training's auc: 0.857205	valid_1's auc: 0.853431
[116]	training's auc: 0.857292	valid_1's auc: 0.85347
[117]	training's auc: 0.857376	valid_1's auc: 0.853504
[118]	training's auc: 0.857447	valid_1's auc: 0.853529
[119]	training's auc: 0.857532	valid_1's auc: 0.853567
[120]	training's auc: 0.85767	valid_1's auc: 0.853674
[121]	training's auc: 0.857761	valid_1's auc: 0.853715
[122]	training's auc: 0.857869	valid_1's auc: 0.853759
[123]	training's auc: 0.857937	valid_1's auc: 0.853788
[124]	training's auc: 0.85803	valid_1's auc: 0.853835
[125]	training's auc: 0.858125	valid_1's auc: 0.853865
[126]	training's auc: 0.858216	valid_1's auc: 0.853933
[127]	training's auc: 0.858275	valid_1's auc: 0.853954
[128]	training's auc: 0.858361	valid_1's auc: 0.854006
[129]	training's auc: 0.858439	valid_1's auc: 0.854034
[130]	training's auc: 0.858535	valid_1's auc: 0.854066
[131]	training's auc: 0.85864	valid_1's auc: 0.854127
[132]	training's auc: 0.858708	valid_1's auc: 0.854158
[133]	training's auc: 0.85879	valid_1's auc: 0.854182
[134]	training's auc: 0.858876	valid_1's auc: 0.854226
[135]	training's auc: 0.858964	valid_1's auc: 0.854255
[136]	training's auc: 0.859036	valid_1's auc: 0.854285
[137]	training's auc: 0.859123	valid_1's auc: 0.854332
[138]	training's auc: 0.859198	valid_1's auc: 0.854348
[139]	training's auc: 0.859283	valid_1's auc: 0.854366
[140]	training's auc: 0.859355	valid_1's auc: 0.854407
[141]	training's auc: 0.859435	valid_1's auc: 0.854423
[142]	training's auc: 0.859479	valid_1's auc: 0.854447
[143]	training's auc: 0.85955	valid_1's auc: 0.854471
[144]	training's auc: 0.859639	valid_1's auc: 0.854535
[145]	training's auc: 0.85969	valid_1's auc: 0.854555
[146]	training's auc: 0.859741	valid_1's auc: 0.854574
[147]	training's auc: 0.859811	valid_1's auc: 0.85461
[148]	training's auc: 0.859884	valid_1's auc: 0.854628
[149]	training's auc: 0.859965	valid_1's auc: 0.854666
[150]	training's auc: 0.860038	valid_1's auc: 0.854696
[151]	training's auc: 0.860097	valid_1's auc: 0.854721
[152]	training's auc: 0.860159	valid_1's auc: 0.85475
[153]	training's auc: 0.860218	valid_1's auc: 0.854783
[154]	training's auc: 0.860315	valid_1's auc: 0.854845
[155]	training's auc: 0.860389	valid_1's auc: 0.854877
[156]	training's auc: 0.860467	valid_1's auc: 0.854894
[157]	training's auc: 0.860507	valid_1's auc: 0.854915
[158]	training's auc: 0.860557	valid_1's auc: 0.854926
[159]	training's auc: 0.860651	valid_1's auc: 0.854962
[160]	training's auc: 0.860715	valid_1's auc: 0.854977
[161]	training's auc: 0.86076	valid_1's auc: 0.854996
[162]	training's auc: 0.860867	valid_1's auc: 0.855082
[163]	training's auc: 0.860908	valid_1's auc: 0.855094
[164]	training's auc: 0.860951	valid_1's auc: 0.855101
[165]	training's auc: 0.861006	valid_1's auc: 0.855112
[166]	training's auc: 0.861079	valid_1's auc: 0.855122
[167]	training's auc: 0.861145	valid_1's auc: 0.855152
[168]	training's auc: 0.861233	valid_1's auc: 0.855185
[169]	training's auc: 0.86128	valid_1's auc: 0.855204
[170]	training's auc: 0.861334	valid_1's auc: 0.855235
[171]	training's auc: 0.861402	valid_1's auc: 0.855257
[172]	training's auc: 0.861473	valid_1's auc: 0.85527
[173]	training's auc: 0.861532	valid_1's auc: 0.855282
[174]	training's auc: 0.861575	valid_1's auc: 0.855291
[175]	training's auc: 0.86164	valid_1's auc: 0.855305
[176]	training's auc: 0.861715	valid_1's auc: 0.855328
[177]	training's auc: 0.861778	valid_1's auc: 0.85535
[178]	training's auc: 0.861843	valid_1's auc: 0.85537
[179]	training's auc: 0.86191	valid_1's auc: 0.855396
[180]	training's auc: 0.861981	valid_1's auc: 0.855423
[181]	training's auc: 0.862017	valid_1's auc: 0.855435
[182]	training's auc: 0.862109	valid_1's auc: 0.855511
[183]	training's auc: 0.862144	valid_1's auc: 0.855515
[184]	training's auc: 0.862207	valid_1's auc: 0.855533
[185]	training's auc: 0.862251	valid_1's auc: 0.855542
[186]	training's auc: 0.862309	valid_1's auc: 0.855566
[187]	training's auc: 0.862401	valid_1's auc: 0.85564
[188]	training's auc: 0.862463	valid_1's auc: 0.855659
[189]	training's auc: 0.862525	valid_1's auc: 0.85569
[190]	training's auc: 0.862568	valid_1's auc: 0.855702
[191]	training's auc: 0.862643	valid_1's auc: 0.855731
[192]	training's auc: 0.862713	valid_1's auc: 0.855778
[193]	training's auc: 0.862785	valid_1's auc: 0.855827
[194]	training's auc: 0.862852	valid_1's auc: 0.855856
[195]	training's auc: 0.862908	valid_1's auc: 0.855874
[196]	training's auc: 0.862949	valid_1's auc: 0.855887
[197]	training's auc: 0.86299	valid_1's auc: 0.855893
[198]	training's auc: 0.863025	valid_1's auc: 0.855896
[199]	training's auc: 0.863061	valid_1's auc: 0.855908
[200]	training's auc: 0.863093	valid_1's auc: 0.855908
[201]	training's auc: 0.863169	valid_1's auc: 0.855934
[202]	training's auc: 0.863247	valid_1's auc: 0.855959
[203]	training's auc: 0.863317	valid_1's auc: 0.855987
[204]	training's auc: 0.86335	valid_1's auc: 0.85599
[205]	training's auc: 0.863399	valid_1's auc: 0.855995
[206]	training's auc: 0.863452	valid_1's auc: 0.855995
[207]	training's auc: 0.863493	valid_1's auc: 0.856014
[208]	training's auc: 0.863567	valid_1's auc: 0.856033
[209]	training's auc: 0.863598	valid_1's auc: 0.856031
[210]	training's auc: 0.863654	valid_1's auc: 0.856058
[211]	training's auc: 0.863778	valid_1's auc: 0.856141
[212]	training's auc: 0.863824	valid_1's auc: 0.856172
[213]	training's auc: 0.863871	valid_1's auc: 0.85619
[214]	training's auc: 0.863931	valid_1's auc: 0.856202
[215]	training's auc: 0.864	valid_1's auc: 0.856225
[216]	training's auc: 0.86405	valid_1's auc: 0.856231
[217]	training's auc: 0.864082	valid_1's auc: 0.85624
[218]	training's auc: 0.864108	valid_1's auc: 0.85624
[219]	training's auc: 0.864153	valid_1's auc: 0.856245
[220]	training's auc: 0.864194	valid_1's auc: 0.856247
[221]	training's auc: 0.864223	valid_1's auc: 0.856237
[222]	training's auc: 0.864285	valid_1's auc: 0.856246
[223]	training's auc: 0.864353	valid_1's auc: 0.856288
[224]	training's auc: 0.864407	valid_1's auc: 0.856304
[225]	training's auc: 0.86444	valid_1's auc: 0.856298
[226]	training's auc: 0.864518	valid_1's auc: 0.856349
[227]	training's auc: 0.86455	valid_1's auc: 0.856345
[228]	training's auc: 0.864597	valid_1's auc: 0.856352
[229]	training's auc: 0.864624	valid_1's auc: 0.85635
[230]	training's auc: 0.864655	valid_1's auc: 0.856361
[231]	training's auc: 0.864752	valid_1's auc: 0.856424
[232]	training's auc: 0.864808	valid_1's auc: 0.856428
[233]	training's auc: 0.864845	valid_1's auc: 0.856439
[234]	training's auc: 0.864888	valid_1's auc: 0.856462
[235]	training's auc: 0.86492	valid_1's auc: 0.85647
[236]	training's auc: 0.864948	valid_1's auc: 0.856471
[237]	training's auc: 0.865027	valid_1's auc: 0.856528
[238]	training's auc: 0.865056	valid_1's auc: 0.856531
[239]	training's auc: 0.865108	valid_1's auc: 0.856549
[240]	training's auc: 0.865145	valid_1's auc: 0.856554
[241]	training's auc: 0.865215	valid_1's auc: 0.856573
[242]	training's auc: 0.865274	valid_1's auc: 0.856603
[243]	training's auc: 0.865327	valid_1's auc: 0.856627
[244]	training's auc: 0.865411	valid_1's auc: 0.856677
[245]	training's auc: 0.865464	valid_1's auc: 0.856682
[246]	training's auc: 0.865493	valid_1's auc: 0.856693
[247]	training's auc: 0.865538	valid_1's auc: 0.856695
[248]	training's auc: 0.865576	valid_1's auc: 0.856705
[249]	training's auc: 0.865651	valid_1's auc: 0.856752
[250]	training's auc: 0.865697	valid_1's auc: 0.856747
[251]	training's auc: 0.865766	valid_1's auc: 0.856785
[252]	training's auc: 0.865839	valid_1's auc: 0.85682
[253]	training's auc: 0.865876	valid_1's auc: 0.85683
[254]	training's auc: 0.865905	valid_1's auc: 0.856823
[255]	training's auc: 0.865931	valid_1's auc: 0.856819
[256]	training's auc: 0.865955	valid_1's auc: 0.856818
[257]	training's auc: 0.865987	valid_1's auc: 0.85682
[258]	training's auc: 0.866024	valid_1's auc: 0.856828
[259]	training's auc: 0.866116	valid_1's auc: 0.856869
[260]	training's auc: 0.866165	valid_1's auc: 0.856868
[261]	training's auc: 0.866246	valid_1's auc: 0.856881
[262]	training's auc: 0.86632	valid_1's auc: 0.856912
[263]	training's auc: 0.866357	valid_1's auc: 0.85692
[264]	training's auc: 0.866387	valid_1's auc: 0.856918
[265]	training's auc: 0.866443	valid_1's auc: 0.856923
[266]	training's auc: 0.86651	valid_1's auc: 0.856948
[267]	training's auc: 0.866581	valid_1's auc: 0.856972
[268]	training's auc: 0.866634	valid_1's auc: 0.856979
[269]	training's auc: 0.866663	valid_1's auc: 0.856982
[34m[1mwandb[39m[22m: Ctrl + C detected. Stopping sweep.
[270]	training's auc: 0.866681	valid_1's auc: 0.856978
[271]	training's auc: 0.866712	valid_1's auc: 0.85698
[272]	training's auc: 0.866739	valid_1's auc: 0.856978
