[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'num_leaves' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'learning_rate' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'max_depth' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'min_data_in_leaf' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'feature_fraction' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'bagging_fraction' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'bagging_freq' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'lambda_l1' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'lambda_l2' was locked by 'sweep' (ignored update).
[1]	training's auc: 0.766289	valid_1's auc: 0.720692
[43]	training's auc: 0.848461	valid_1's auc: 0.815842
[44]	training's auc: 0.848751	valid_1's auc: 0.816318
[45]	training's auc: 0.848919	valid_1's auc: 0.816383
[46]	training's auc: 0.849085	valid_1's auc: 0.816478
[47]	training's auc: 0.849186	valid_1's auc: 0.816679
[48]	training's auc: 0.849496	valid_1's auc: 0.816774
[49]	training's auc: 0.849693	valid_1's auc: 0.816988
[50]	training's auc: 0.84997	valid_1's auc: 0.817173
[51]	training's auc: 0.850161	valid_1's auc: 0.817361
[52]	training's auc: 0.850316	valid_1's auc: 0.817495
[53]	training's auc: 0.850583	valid_1's auc: 0.817633
[54]	training's auc: 0.850821	valid_1's auc: 0.817791
[55]	training's auc: 0.851021	valid_1's auc: 0.818115
[56]	training's auc: 0.851197	valid_1's auc: 0.818494
[57]	training's auc: 0.851467	valid_1's auc: 0.818713
[58]	training's auc: 0.851652	valid_1's auc: 0.818871
[59]	training's auc: 0.851795	valid_1's auc: 0.81891
[60]	training's auc: 0.852125	valid_1's auc: 0.819078
[61]	training's auc: 0.852176	valid_1's auc: 0.819245
[62]	training's auc: 0.852336	valid_1's auc: 0.819357
[63]	training's auc: 0.852534	valid_1's auc: 0.819629
[64]	training's auc: 0.852737	valid_1's auc: 0.81971
[65]	training's auc: 0.853011	valid_1's auc: 0.819981
[66]	training's auc: 0.853058	valid_1's auc: 0.820124
[67]	training's auc: 0.853171	valid_1's auc: 0.820299
[68]	training's auc: 0.853272	valid_1's auc: 0.820399
[69]	training's auc: 0.853446	valid_1's auc: 0.820521
[70]	training's auc: 0.853633	valid_1's auc: 0.820646
[71]	training's auc: 0.853804	valid_1's auc: 0.820796
[72]	training's auc: 0.853876	valid_1's auc: 0.820824
[73]	training's auc: 0.854	valid_1's auc: 0.820935
[74]	training's auc: 0.85418	valid_1's auc: 0.821177
[75]	training's auc: 0.854235	valid_1's auc: 0.821203
[76]	training's auc: 0.854405	valid_1's auc: 0.821266
[77]	training's auc: 0.854683	valid_1's auc: 0.821417
[78]	training's auc: 0.854846	valid_1's auc: 0.821561
[79]	training's auc: 0.855012	valid_1's auc: 0.821586
[80]	training's auc: 0.855331	valid_1's auc: 0.821772
[81]	training's auc: 0.855407	valid_1's auc: 0.821933
[82]	training's auc: 0.855514	valid_1's auc: 0.82203
[83]	training's auc: 0.855688	valid_1's auc: 0.822277
[84]	training's auc: 0.855984	valid_1's auc: 0.822412
[85]	training's auc: 0.85621	valid_1's auc: 0.822515
[86]	training's auc: 0.856461	valid_1's auc: 0.82263
[87]	training's auc: 0.856519	valid_1's auc: 0.822861
[88]	training's auc: 0.856745	valid_1's auc: 0.822917
[89]	training's auc: 0.856889	valid_1's auc: 0.823174
[90]	training's auc: 0.857055	valid_1's auc: 0.823381
[91]	training's auc: 0.857275	valid_1's auc: 0.823556
[92]	training's auc: 0.857403	valid_1's auc: 0.823619
[93]	training's auc: 0.85757	valid_1's auc: 0.823873
[94]	training's auc: 0.857671	valid_1's auc: 0.823932
[95]	training's auc: 0.857872	valid_1's auc: 0.82412
[96]	training's auc: 0.857934	valid_1's auc: 0.82428
[97]	training's auc: 0.858041	valid_1's auc: 0.824363
[98]	training's auc: 0.858246	valid_1's auc: 0.824501
[99]	training's auc: 0.858387	valid_1's auc: 0.824767
[100]	training's auc: 0.858597	valid_1's auc: 0.824798
[101]	training's auc: 0.858709	valid_1's auc: 0.824863
[102]	training's auc: 0.858918	valid_1's auc: 0.824943
[103]	training's auc: 0.858996	valid_1's auc: 0.824997
[104]	training's auc: 0.85919	valid_1's auc: 0.82508
[105]	training's auc: 0.859366	valid_1's auc: 0.825196
[106]	training's auc: 0.859545	valid_1's auc: 0.825306
[107]	training's auc: 0.859597	valid_1's auc: 0.825451
[108]	training's auc: 0.859613	valid_1's auc: 0.825517
[109]	training's auc: 0.859672	valid_1's auc: 0.825591
[110]	training's auc: 0.859699	valid_1's auc: 0.825621
[111]	training's auc: 0.859765	valid_1's auc: 0.825689
[112]	training's auc: 0.859957	valid_1's auc: 0.825762
[113]	training's auc: 0.860108	valid_1's auc: 0.825888
[114]	training's auc: 0.860211	valid_1's auc: 0.825948
[115]	training's auc: 0.860355	valid_1's auc: 0.826004
[116]	training's auc: 0.860419	valid_1's auc: 0.82605
[117]	training's auc: 0.860578	valid_1's auc: 0.826146
[118]	training's auc: 0.860619	valid_1's auc: 0.82629
[119]	training's auc: 0.860715	valid_1's auc: 0.826425
[120]	training's auc: 0.860864	valid_1's auc: 0.826505
[121]	training's auc: 0.861033	valid_1's auc: 0.826569
[122]	training's auc: 0.861214	valid_1's auc: 0.826632
[123]	training's auc: 0.861288	valid_1's auc: 0.826662
[124]	training's auc: 0.861418	valid_1's auc: 0.82676
[125]	training's auc: 0.861502	valid_1's auc: 0.826877
[126]	training's auc: 0.86155	valid_1's auc: 0.826942
[127]	training's auc: 0.861698	valid_1's auc: 0.827053
[128]	training's auc: 0.861855	valid_1's auc: 0.827149
[129]	training's auc: 0.86188	valid_1's auc: 0.827233
[130]	training's auc: 0.861973	valid_1's auc: 0.827244
[131]	training's auc: 0.862063	valid_1's auc: 0.827312
[132]	training's auc: 0.862162	valid_1's auc: 0.827426
[133]	training's auc: 0.862272	valid_1's auc: 0.827683
[134]	training's auc: 0.862376	valid_1's auc: 0.827735
[135]	training's auc: 0.862487	valid_1's auc: 0.827833
[136]	training's auc: 0.862586	valid_1's auc: 0.827881
[137]	training's auc: 0.86268	valid_1's auc: 0.827858
[138]	training's auc: 0.862732	valid_1's auc: 0.827886
[139]	training's auc: 0.862842	valid_1's auc: 0.827988
[34m[1mwandb[39m[22m: Ctrl + C detected. Stopping sweep.
[140]	training's auc: 0.862967	valid_1's auc: 0.828031
[141]	training's auc: 0.862994	valid_1's auc: 0.828096
