[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'num_leaves' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'learning_rate' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'max_depth' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'min_data_in_leaf' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'feature_fraction' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'bagging_fraction' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'bagging_freq' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'lambda_l1' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'lambda_l2' was locked by 'sweep' (ignored update).
[1]	training's auc: 0.809078	valid_1's auc: 0.809
[23]	training's auc: 0.851023	valid_1's auc: 0.848312
[24]	training's auc: 0.851545	valid_1's auc: 0.84871
[25]	training's auc: 0.852142	valid_1's auc: 0.849143
[26]	training's auc: 0.85268	valid_1's auc: 0.849495
[27]	training's auc: 0.85304	valid_1's auc: 0.849915
[28]	training's auc: 0.853296	valid_1's auc: 0.850163
[29]	training's auc: 0.85398	valid_1's auc: 0.850681
[30]	training's auc: 0.854405	valid_1's auc: 0.851007
[31]	training's auc: 0.85471	valid_1's auc: 0.851192
[32]	training's auc: 0.855201	valid_1's auc: 0.851577
[33]	training's auc: 0.855598	valid_1's auc: 0.851865
[34]	training's auc: 0.856147	valid_1's auc: 0.852191
[35]	training's auc: 0.856584	valid_1's auc: 0.852461
[36]	training's auc: 0.856821	valid_1's auc: 0.852631
[37]	training's auc: 0.857136	valid_1's auc: 0.852726
[38]	training's auc: 0.857612	valid_1's auc: 0.853034
[39]	training's auc: 0.857879	valid_1's auc: 0.853197
[40]	training's auc: 0.858112	valid_1's auc: 0.853306
[41]	training's auc: 0.858448	valid_1's auc: 0.853509
[42]	training's auc: 0.858852	valid_1's auc: 0.853718
[43]	training's auc: 0.859276	valid_1's auc: 0.854012
[44]	training's auc: 0.859342	valid_1's auc: 0.854096
[45]	training's auc: 0.859554	valid_1's auc: 0.854177
[46]	training's auc: 0.859842	valid_1's auc: 0.854326
[47]	training's auc: 0.860109	valid_1's auc: 0.854469
[48]	training's auc: 0.860196	valid_1's auc: 0.854574
[49]	training's auc: 0.86045	valid_1's auc: 0.854638
[50]	training's auc: 0.86066	valid_1's auc: 0.854745
[51]	training's auc: 0.861052	valid_1's auc: 0.854962
[52]	training's auc: 0.861249	valid_1's auc: 0.855053
[53]	training's auc: 0.861518	valid_1's auc: 0.85516
[54]	training's auc: 0.861754	valid_1's auc: 0.855148
[55]	training's auc: 0.861948	valid_1's auc: 0.855367
[56]	training's auc: 0.862141	valid_1's auc: 0.855392
[57]	training's auc: 0.862182	valid_1's auc: 0.85545
[58]	training's auc: 0.862371	valid_1's auc: 0.855573
[59]	training's auc: 0.862542	valid_1's auc: 0.855642
[60]	training's auc: 0.862858	valid_1's auc: 0.855823
[61]	training's auc: 0.863	valid_1's auc: 0.855823
[62]	training's auc: 0.863151	valid_1's auc: 0.855905
[63]	training's auc: 0.863419	valid_1's auc: 0.85603
[64]	training's auc: 0.863689	valid_1's auc: 0.856172
[65]	training's auc: 0.863829	valid_1's auc: 0.85622
[66]	training's auc: 0.863964	valid_1's auc: 0.856297
[67]	training's auc: 0.864234	valid_1's auc: 0.856412
[68]	training's auc: 0.864581	valid_1's auc: 0.8566
[69]	training's auc: 0.864702	valid_1's auc: 0.856584
[70]	training's auc: 0.864908	valid_1's auc: 0.856636
[71]	training's auc: 0.865042	valid_1's auc: 0.856676
[72]	training's auc: 0.865231	valid_1's auc: 0.856821
[73]	training's auc: 0.865388	valid_1's auc: 0.856848
[74]	training's auc: 0.865507	valid_1's auc: 0.856848
[75]	training's auc: 0.865718	valid_1's auc: 0.856938
[76]	training's auc: 0.865851	valid_1's auc: 0.856949
[77]	training's auc: 0.865939	valid_1's auc: 0.856966
[78]	training's auc: 0.866089	valid_1's auc: 0.857036
[79]	training's auc: 0.86623	valid_1's auc: 0.857033
[80]	training's auc: 0.866318	valid_1's auc: 0.857046
[81]	training's auc: 0.86654	valid_1's auc: 0.857149
[82]	training's auc: 0.866623	valid_1's auc: 0.857118
[83]	training's auc: 0.866908	valid_1's auc: 0.85729
[84]	training's auc: 0.866965	valid_1's auc: 0.857286
[85]	training's auc: 0.867062	valid_1's auc: 0.857313
[86]	training's auc: 0.867141	valid_1's auc: 0.857398
[87]	training's auc: 0.867212	valid_1's auc: 0.857393
[88]	training's auc: 0.867444	valid_1's auc: 0.857492
[89]	training's auc: 0.867529	valid_1's auc: 0.857599
[90]	training's auc: 0.867651	valid_1's auc: 0.857605
[91]	training's auc: 0.867755	valid_1's auc: 0.857574
[92]	training's auc: 0.867883	valid_1's auc: 0.857625
[93]	training's auc: 0.867955	valid_1's auc: 0.857636
[94]	training's auc: 0.868124	valid_1's auc: 0.857683
[95]	training's auc: 0.868287	valid_1's auc: 0.857746
[96]	training's auc: 0.868416	valid_1's auc: 0.857766
[97]	training's auc: 0.868504	valid_1's auc: 0.857757
[98]	training's auc: 0.868618	valid_1's auc: 0.857746
[99]	training's auc: 0.868688	valid_1's auc: 0.85774
[100]	training's auc: 0.868757	valid_1's auc: 0.857838
[101]	training's auc: 0.868819	valid_1's auc: 0.857894
[102]	training's auc: 0.868917	valid_1's auc: 0.857907
[103]	training's auc: 0.869056	valid_1's auc: 0.85798
[104]	training's auc: 0.86921	valid_1's auc: 0.858016
[105]	training's auc: 0.869315	valid_1's auc: 0.858031
[106]	training's auc: 0.869396	valid_1's auc: 0.858033
[107]	training's auc: 0.869472	valid_1's auc: 0.858042
[108]	training's auc: 0.869611	valid_1's auc: 0.858081
[109]	training's auc: 0.869662	valid_1's auc: 0.858059
[110]	training's auc: 0.869775	valid_1's auc: 0.858087
[111]	training's auc: 0.869949	valid_1's auc: 0.858151
[112]	training's auc: 0.870077	valid_1's auc: 0.858194
[113]	training's auc: 0.87013	valid_1's auc: 0.858198
[114]	training's auc: 0.870235	valid_1's auc: 0.858222
[115]	training's auc: 0.870283	valid_1's auc: 0.858262
[116]	training's auc: 0.87034	valid_1's auc: 0.858231
[117]	training's auc: 0.870413	valid_1's auc: 0.858236
[118]	training's auc: 0.870479	valid_1's auc: 0.85823
[119]	training's auc: 0.870608	valid_1's auc: 0.858296
[120]	training's auc: 0.87066	valid_1's auc: 0.858334
[121]	training's auc: 0.870738	valid_1's auc: 0.858332
[122]	training's auc: 0.870805	valid_1's auc: 0.858322
[123]	training's auc: 0.870846	valid_1's auc: 0.858358
[124]	training's auc: 0.870933	valid_1's auc: 0.858359
[125]	training's auc: 0.870963	valid_1's auc: 0.858347
[126]	training's auc: 0.871083	valid_1's auc: 0.858374
[127]	training's auc: 0.871199	valid_1's auc: 0.85845
[128]	training's auc: 0.871217	valid_1's auc: 0.858426
[129]	training's auc: 0.871299	valid_1's auc: 0.858405
[130]	training's auc: 0.871375	valid_1's auc: 0.858411
[131]	training's auc: 0.871457	valid_1's auc: 0.858411
[132]	training's auc: 0.871519	valid_1's auc: 0.858386
[133]	training's auc: 0.8716	valid_1's auc: 0.858387
[134]	training's auc: 0.871686	valid_1's auc: 0.858403
[135]	training's auc: 0.871806	valid_1's auc: 0.85844
[136]	training's auc: 0.871873	valid_1's auc: 0.858447
[137]	training's auc: 0.871973	valid_1's auc: 0.858489
[138]	training's auc: 0.872073	valid_1's auc: 0.858502
[139]	training's auc: 0.872183	valid_1's auc: 0.858543
[140]	training's auc: 0.872374	valid_1's auc: 0.858606
[141]	training's auc: 0.872498	valid_1's auc: 0.85861
[142]	training's auc: 0.87258	valid_1's auc: 0.85862
[143]	training's auc: 0.872621	valid_1's auc: 0.858615
[144]	training's auc: 0.87267	valid_1's auc: 0.858671
[145]	training's auc: 0.872766	valid_1's auc: 0.858713
[146]	training's auc: 0.872843	valid_1's auc: 0.858732
[147]	training's auc: 0.872928	valid_1's auc: 0.858741
[148]	training's auc: 0.873012	valid_1's auc: 0.858738
[149]	training's auc: 0.873072	valid_1's auc: 0.858738
[150]	training's auc: 0.873143	valid_1's auc: 0.858807
[151]	training's auc: 0.873182	valid_1's auc: 0.858857
[152]	training's auc: 0.873239	valid_1's auc: 0.858839
[153]	training's auc: 0.873313	valid_1's auc: 0.858849
[154]	training's auc: 0.873431	valid_1's auc: 0.858881
[155]	training's auc: 0.873498	valid_1's auc: 0.858869
[156]	training's auc: 0.873549	valid_1's auc: 0.858852
[157]	training's auc: 0.873609	valid_1's auc: 0.858849
[158]	training's auc: 0.873679	valid_1's auc: 0.858845
[159]	training's auc: 0.873718	valid_1's auc: 0.85889
[160]	training's auc: 0.87377	valid_1's auc: 0.85888
[161]	training's auc: 0.873791	valid_1's auc: 0.858864
[162]	training's auc: 0.873851	valid_1's auc: 0.858866
[163]	training's auc: 0.874015	valid_1's auc: 0.858953
[164]	training's auc: 0.874071	valid_1's auc: 0.858936
[165]	training's auc: 0.8742	valid_1's auc: 0.858941
[166]	training's auc: 0.874341	valid_1's auc: 0.858954
[167]	training's auc: 0.874433	valid_1's auc: 0.85898
[168]	training's auc: 0.874489	valid_1's auc: 0.859005
[169]	training's auc: 0.87454	valid_1's auc: 0.858996
[170]	training's auc: 0.874571	valid_1's auc: 0.858991
[171]	training's auc: 0.874644	valid_1's auc: 0.858981
[172]	training's auc: 0.874672	valid_1's auc: 0.859019
[173]	training's auc: 0.874745	valid_1's auc: 0.859015
[174]	training's auc: 0.874752	valid_1's auc: 0.859012
[175]	training's auc: 0.874787	valid_1's auc: 0.859006
[176]	training's auc: 0.874801	valid_1's auc: 0.858993
[177]	training's auc: 0.874827	valid_1's auc: 0.85901
[178]	training's auc: 0.874984	valid_1's auc: 0.859064
[179]	training's auc: 0.874983	valid_1's auc: 0.859052
[180]	training's auc: 0.875122	valid_1's auc: 0.859141
[181]	training's auc: 0.875241	valid_1's auc: 0.859148
[182]	training's auc: 0.875329	valid_1's auc: 0.859166
[183]	training's auc: 0.875345	valid_1's auc: 0.859173
[184]	training's auc: 0.875362	valid_1's auc: 0.859177
[185]	training's auc: 0.875399	valid_1's auc: 0.859199
[186]	training's auc: 0.875486	valid_1's auc: 0.859215
[187]	training's auc: 0.875556	valid_1's auc: 0.859214
[188]	training's auc: 0.875581	valid_1's auc: 0.859218
[189]	training's auc: 0.875629	valid_1's auc: 0.859248
[190]	training's auc: 0.875671	valid_1's auc: 0.859239
[191]	training's auc: 0.875736	valid_1's auc: 0.859253
[192]	training's auc: 0.875786	valid_1's auc: 0.859265
[193]	training's auc: 0.875787	valid_1's auc: 0.859252
[194]	training's auc: 0.875885	valid_1's auc: 0.859302
[195]	training's auc: 0.875967	valid_1's auc: 0.859327
[196]	training's auc: 0.876021	valid_1's auc: 0.859346
[197]	training's auc: 0.87607	valid_1's auc: 0.859349
[198]	training's auc: 0.876102	valid_1's auc: 0.859362
[199]	training's auc: 0.87615	valid_1's auc: 0.859371
[200]	training's auc: 0.876202	valid_1's auc: 0.859366
[201]	training's auc: 0.876292	valid_1's auc: 0.859354
[202]	training's auc: 0.876383	valid_1's auc: 0.859388
[203]	training's auc: 0.876438	valid_1's auc: 0.859384
[204]	training's auc: 0.876448	valid_1's auc: 0.859375
[205]	training's auc: 0.876548	valid_1's auc: 0.859376
[206]	training's auc: 0.876587	valid_1's auc: 0.859426
[207]	training's auc: 0.876669	valid_1's auc: 0.859442
[208]	training's auc: 0.876703	valid_1's auc: 0.859469
[209]	training's auc: 0.876737	valid_1's auc: 0.859484
[210]	training's auc: 0.876802	valid_1's auc: 0.859512
[211]	training's auc: 0.876875	valid_1's auc: 0.859516
[212]	training's auc: 0.876881	valid_1's auc: 0.859519
[213]	training's auc: 0.876912	valid_1's auc: 0.859541
[214]	training's auc: 0.876944	valid_1's auc: 0.85955
[215]	training's auc: 0.877	valid_1's auc: 0.859573
[216]	training's auc: 0.877008	valid_1's auc: 0.859575
[217]	training's auc: 0.877108	valid_1's auc: 0.859601
[218]	training's auc: 0.877195	valid_1's auc: 0.859604
[219]	training's auc: 0.877219	valid_1's auc: 0.859626
[220]	training's auc: 0.877282	valid_1's auc: 0.859637
[221]	training's auc: 0.877352	valid_1's auc: 0.859666
[222]	training's auc: 0.877357	valid_1's auc: 0.859664
[223]	training's auc: 0.87741	valid_1's auc: 0.859667
[224]	training's auc: 0.877489	valid_1's auc: 0.859657
[225]	training's auc: 0.877527	valid_1's auc: 0.859695
[226]	training's auc: 0.877534	valid_1's auc: 0.859694
[227]	training's auc: 0.877569	valid_1's auc: 0.859741
[228]	training's auc: 0.8776	valid_1's auc: 0.859753
[229]	training's auc: 0.877677	valid_1's auc: 0.85974
[230]	training's auc: 0.877693	valid_1's auc: 0.859744
[231]	training's auc: 0.877693	valid_1's auc: 0.859741
[232]	training's auc: 0.877716	valid_1's auc: 0.859763
[233]	training's auc: 0.877754	valid_1's auc: 0.859761
[234]	training's auc: 0.877776	valid_1's auc: 0.859759
[235]	training's auc: 0.87781	valid_1's auc: 0.859768
[236]	training's auc: 0.877856	valid_1's auc: 0.859755
[237]	training's auc: 0.877874	valid_1's auc: 0.85978
[238]	training's auc: 0.877917	valid_1's auc: 0.859773
[239]	training's auc: 0.877922	valid_1's auc: 0.859775
[240]	training's auc: 0.877923	valid_1's auc: 0.859769
[241]	training's auc: 0.877933	valid_1's auc: 0.859782
[242]	training's auc: 0.877941	valid_1's auc: 0.859772
[243]	training's auc: 0.877994	valid_1's auc: 0.859766
[244]	training's auc: 0.878054	valid_1's auc: 0.859752
[245]	training's auc: 0.878118	valid_1's auc: 0.859733
[246]	training's auc: 0.878171	valid_1's auc: 0.859735
[247]	training's auc: 0.878173	valid_1's auc: 0.859732
[248]	training's auc: 0.878274	valid_1's auc: 0.859745
[249]	training's auc: 0.87832	valid_1's auc: 0.859755
[250]	training's auc: 0.878371	valid_1's auc: 0.859755
[251]	training's auc: 0.87842	valid_1's auc: 0.859744
[252]	training's auc: 0.878516	valid_1's auc: 0.859761
[253]	training's auc: 0.878573	valid_1's auc: 0.859765
[254]	training's auc: 0.87859	valid_1's auc: 0.859772
[255]	training's auc: 0.878616	valid_1's auc: 0.859798
[256]	training's auc: 0.878679	valid_1's auc: 0.859801
[257]	training's auc: 0.878733	valid_1's auc: 0.859796
[258]	training's auc: 0.87876	valid_1's auc: 0.859825
[259]	training's auc: 0.878785	valid_1's auc: 0.859825
[260]	training's auc: 0.878811	valid_1's auc: 0.859842
[261]	training's auc: 0.878819	valid_1's auc: 0.859842
[262]	training's auc: 0.878864	valid_1's auc: 0.859867
[263]	training's auc: 0.878867	valid_1's auc: 0.859869
[264]	training's auc: 0.878932	valid_1's auc: 0.85988
[265]	training's auc: 0.878952	valid_1's auc: 0.859891
[266]	training's auc: 0.878984	valid_1's auc: 0.859893
[267]	training's auc: 0.879013	valid_1's auc: 0.859904
[268]	training's auc: 0.879029	valid_1's auc: 0.859922
[269]	training's auc: 0.879036	valid_1's auc: 0.859924
[270]	training's auc: 0.879072	valid_1's auc: 0.859925
[271]	training's auc: 0.879097	valid_1's auc: 0.859923
[272]	training's auc: 0.879141	valid_1's auc: 0.859939
[273]	training's auc: 0.879167	valid_1's auc: 0.859964
[274]	training's auc: 0.87917	valid_1's auc: 0.859965
[275]	training's auc: 0.879201	valid_1's auc: 0.859963
[276]	training's auc: 0.879214	valid_1's auc: 0.859961
[277]	training's auc: 0.87922	valid_1's auc: 0.859965
[278]	training's auc: 0.879216	valid_1's auc: 0.859965
[279]	training's auc: 0.879248	valid_1's auc: 0.859954
[280]	training's auc: 0.879252	valid_1's auc: 0.859948
[281]	training's auc: 0.879259	valid_1's auc: 0.859944
[282]	training's auc: 0.879282	valid_1's auc: 0.859958
[283]	training's auc: 0.87931	valid_1's auc: 0.859969
[284]	training's auc: 0.879314	valid_1's auc: 0.859968
[285]	training's auc: 0.879314	valid_1's auc: 0.85996
[286]	training's auc: 0.879399	valid_1's auc: 0.85992
[287]	training's auc: 0.879407	valid_1's auc: 0.859921
[288]	training's auc: 0.879462	valid_1's auc: 0.859942
[289]	training's auc: 0.879462	valid_1's auc: 0.859937
[290]	training's auc: 0.879496	valid_1's auc: 0.859934
[291]	training's auc: 0.879543	valid_1's auc: 0.859933
[292]	training's auc: 0.879544	valid_1's auc: 0.85993
[293]	training's auc: 0.879562	valid_1's auc: 0.85993
[294]	training's auc: 0.879565	valid_1's auc: 0.85993
[295]	training's auc: 0.879593	valid_1's auc: 0.859932
[296]	training's auc: 0.879659	valid_1's auc: 0.859933
[297]	training's auc: 0.879699	valid_1's auc: 0.859929
[298]	training's auc: 0.879704	valid_1's auc: 0.859926
[299]	training's auc: 0.879708	valid_1's auc: 0.859932
[300]	training's auc: 0.879722	valid_1's auc: 0.859943
[301]	training's auc: 0.879784	valid_1's auc: 0.859946
[302]	training's auc: 0.879865	valid_1's auc: 0.85994
[303]	training's auc: 0.879891	valid_1's auc: 0.859958
[304]	training's auc: 0.879917	valid_1's auc: 0.859976
[305]	training's auc: 0.879915	valid_1's auc: 0.85997
[306]	training's auc: 0.879962	valid_1's auc: 0.859963
[307]	training's auc: 0.87997	valid_1's auc: 0.85997
[308]	training's auc: 0.880059	valid_1's auc: 0.859969
[309]	training's auc: 0.880066	valid_1's auc: 0.859973
[310]	training's auc: 0.880159	valid_1's auc: 0.859963
[311]	training's auc: 0.88017	valid_1's auc: 0.859977
[312]	training's auc: 0.88024	valid_1's auc: 0.859982
[313]	training's auc: 0.880294	valid_1's auc: 0.859968
[314]	training's auc: 0.88029	valid_1's auc: 0.859968
[315]	training's auc: 0.880308	valid_1's auc: 0.859968
[316]	training's auc: 0.880316	valid_1's auc: 0.859965
[317]	training's auc: 0.880413	valid_1's auc: 0.859954
[318]	training's auc: 0.88047	valid_1's auc: 0.85994
[319]	training's auc: 0.880497	valid_1's auc: 0.859937
[320]	training's auc: 0.880508	valid_1's auc: 0.859939
[321]	training's auc: 0.880533	valid_1's auc: 0.859964
[322]	training's auc: 0.880585	valid_1's auc: 0.859956
[323]	training's auc: 0.880596	valid_1's auc: 0.859958
[324]	training's auc: 0.880612	valid_1's auc: 0.859958
[325]	training's auc: 0.880655	valid_1's auc: 0.859957
[326]	training's auc: 0.880667	valid_1's auc: 0.859954
[327]	training's auc: 0.880669	valid_1's auc: 0.859953
[328]	training's auc: 0.880677	valid_1's auc: 0.859948
[329]	training's auc: 0.880743	valid_1's auc: 0.859949
[330]	training's auc: 0.880763	valid_1's auc: 0.859952
[331]	training's auc: 0.880812	valid_1's auc: 0.859985
[332]	training's auc: 0.880811	valid_1's auc: 0.859987
[333]	training's auc: 0.880822	valid_1's auc: 0.859985
[334]	training's auc: 0.880867	valid_1's auc: 0.859991
[335]	training's auc: 0.880861	valid_1's auc: 0.859988
[336]	training's auc: 0.880914	valid_1's auc: 0.859995
[337]	training's auc: 0.880925	valid_1's auc: 0.859995
[338]	training's auc: 0.880976	valid_1's auc: 0.859999
[339]	training's auc: 0.880986	valid_1's auc: 0.859998
[340]	training's auc: 0.881024	valid_1's auc: 0.860005
[341]	training's auc: 0.881052	valid_1's auc: 0.86001
[342]	training's auc: 0.881054	valid_1's auc: 0.860016
[343]	training's auc: 0.881066	valid_1's auc: 0.860017
[344]	training's auc: 0.881072	valid_1's auc: 0.860018
[345]	training's auc: 0.881129	valid_1's auc: 0.860018
[346]	training's auc: 0.881165	valid_1's auc: 0.860007
[347]	training's auc: 0.881195	valid_1's auc: 0.860031
[348]	training's auc: 0.881195	valid_1's auc: 0.86003
[349]	training's auc: 0.881235	valid_1's auc: 0.860022
[350]	training's auc: 0.88124	valid_1's auc: 0.86002
[351]	training's auc: 0.88125	valid_1's auc: 0.860025
[352]	training's auc: 0.881283	valid_1's auc: 0.860025
[353]	training's auc: 0.881287	valid_1's auc: 0.860031
[354]	training's auc: 0.881307	valid_1's auc: 0.860038
[355]	training's auc: 0.881311	valid_1's auc: 0.860044
[356]	training's auc: 0.881325	valid_1's auc: 0.86005
[357]	training's auc: 0.881322	valid_1's auc: 0.860055
[358]	training's auc: 0.881327	valid_1's auc: 0.860055
[359]	training's auc: 0.881368	valid_1's auc: 0.860052
[360]	training's auc: 0.881411	valid_1's auc: 0.86005
[361]	training's auc: 0.881467	valid_1's auc: 0.860056
[362]	training's auc: 0.88148	valid_1's auc: 0.860061
[363]	training's auc: 0.881484	valid_1's auc: 0.86006
[364]	training's auc: 0.881517	valid_1's auc: 0.860049
[365]	training's auc: 0.881523	valid_1's auc: 0.860052
[366]	training's auc: 0.88153	valid_1's auc: 0.860046
[367]	training's auc: 0.881606	valid_1's auc: 0.860055
[368]	training's auc: 0.881614	valid_1's auc: 0.860054
[369]	training's auc: 0.881626	valid_1's auc: 0.860057
[370]	training's auc: 0.881638	valid_1's auc: 0.860057
[371]	training's auc: 0.881638	valid_1's auc: 0.860053
[372]	training's auc: 0.881654	valid_1's auc: 0.860064
[373]	training's auc: 0.88167	valid_1's auc: 0.860059
[374]	training's auc: 0.881691	valid_1's auc: 0.860074
[375]	training's auc: 0.881717	valid_1's auc: 0.86007
[376]	training's auc: 0.881737	valid_1's auc: 0.860063
[377]	training's auc: 0.881738	valid_1's auc: 0.860056
[378]	training's auc: 0.881747	valid_1's auc: 0.860047
[379]	training's auc: 0.881754	valid_1's auc: 0.860052
[380]	training's auc: 0.881778	valid_1's auc: 0.860057
[381]	training's auc: 0.881785	valid_1's auc: 0.86007
[382]	training's auc: 0.881794	valid_1's auc: 0.860068
[383]	training's auc: 0.881803	valid_1's auc: 0.860068
[384]	training's auc: 0.881818	valid_1's auc: 0.860073
[385]	training's auc: 0.881819	valid_1's auc: 0.860076
[386]	training's auc: 0.881844	valid_1's auc: 0.860101
[387]	training's auc: 0.881843	valid_1's auc: 0.860099
[388]	training's auc: 0.88187	valid_1's auc: 0.860124
[389]	training's auc: 0.881893	valid_1's auc: 0.860132
[390]	training's auc: 0.881909	valid_1's auc: 0.860144
[391]	training's auc: 0.881925	valid_1's auc: 0.860141
[392]	training's auc: 0.881946	valid_1's auc: 0.860147
[393]	training's auc: 0.88195	valid_1's auc: 0.860148
[394]	training's auc: 0.881964	valid_1's auc: 0.860151
[395]	training's auc: 0.882022	valid_1's auc: 0.86015
[396]	training's auc: 0.882031	valid_1's auc: 0.860147
[397]	training's auc: 0.882039	valid_1's auc: 0.860151
[398]	training's auc: 0.882039	valid_1's auc: 0.860157
[399]	training's auc: 0.882081	valid_1's auc: 0.860158
[400]	training's auc: 0.882087	valid_1's auc: 0.860156
[401]	training's auc: 0.882081	valid_1's auc: 0.860153
[402]	training's auc: 0.882086	valid_1's auc: 0.860143
[403]	training's auc: 0.882103	valid_1's auc: 0.860165
[404]	training's auc: 0.882121	valid_1's auc: 0.860174
[405]	training's auc: 0.882145	valid_1's auc: 0.860184
[406]	training's auc: 0.882154	valid_1's auc: 0.860182
[407]	training's auc: 0.88216	valid_1's auc: 0.860181
[408]	training's auc: 0.882173	valid_1's auc: 0.86018
[409]	training's auc: 0.882189	valid_1's auc: 0.860181
[410]	training's auc: 0.882207	valid_1's auc: 0.860175
[411]	training's auc: 0.882218	valid_1's auc: 0.860169
[412]	training's auc: 0.882304	valid_1's auc: 0.860163
[413]	training's auc: 0.882344	valid_1's auc: 0.860147
[414]	training's auc: 0.882359	valid_1's auc: 0.86015
[415]	training's auc: 0.882379	valid_1's auc: 0.860159
[416]	training's auc: 0.882416	valid_1's auc: 0.860157
[417]	training's auc: 0.882464	valid_1's auc: 0.860146
[418]	training's auc: 0.882519	valid_1's auc: 0.860152
[419]	training's auc: 0.882533	valid_1's auc: 0.860148
[420]	training's auc: 0.882541	valid_1's auc: 0.860141
[421]	training's auc: 0.882569	valid_1's auc: 0.860136
[422]	training's auc: 0.882605	valid_1's auc: 0.860147
[423]	training's auc: 0.882673	valid_1's auc: 0.860134
[424]	training's auc: 0.882701	valid_1's auc: 0.860135
[425]	training's auc: 0.882705	valid_1's auc: 0.860138
[426]	training's auc: 0.882771	valid_1's auc: 0.860131
[427]	training's auc: 0.882772	valid_1's auc: 0.860128
[428]	training's auc: 0.882789	valid_1's auc: 0.860139
[429]	training's auc: 0.882797	valid_1's auc: 0.860141
[430]	training's auc: 0.882798	valid_1's auc: 0.860144
[431]	training's auc: 0.882799	valid_1's auc: 0.860141
[432]	training's auc: 0.882808	valid_1's auc: 0.860143
[433]	training's auc: 0.882836	valid_1's auc: 0.860144
[434]	training's auc: 0.882851	valid_1's auc: 0.860152
[435]	training's auc: 0.882873	valid_1's auc: 0.860155
Early stopping, best iteration is:
[405]	training's auc: 0.882145	valid_1's auc: 0.860184
VALID AUC : 0.860184479515345 ACC : 0.8046384317466807
