[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'num_leaves' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'learning_rate' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'max_depth' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'min_data_in_leaf' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'feature_fraction' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'bagging_fraction' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'bagging_freq' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'lambda_l1' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'lambda_l2' was locked by 'sweep' (ignored update).
[1]	training's auc: 0.827651	valid_1's auc: 0.827157
[41]	training's auc: 0.865996	valid_1's auc: 0.857601
[42]	training's auc: 0.866283	valid_1's auc: 0.857639
[43]	training's auc: 0.866666	valid_1's auc: 0.857751
[44]	training's auc: 0.867148	valid_1's auc: 0.85801
[45]	training's auc: 0.867307	valid_1's auc: 0.858025
[46]	training's auc: 0.867598	valid_1's auc: 0.858042
[47]	training's auc: 0.867929	valid_1's auc: 0.858211
[48]	training's auc: 0.86815	valid_1's auc: 0.858286
[49]	training's auc: 0.868353	valid_1's auc: 0.858275
[50]	training's auc: 0.868601	valid_1's auc: 0.858343
[51]	training's auc: 0.868828	valid_1's auc: 0.858403
[52]	training's auc: 0.869093	valid_1's auc: 0.85843
[53]	training's auc: 0.869435	valid_1's auc: 0.858543
[54]	training's auc: 0.869757	valid_1's auc: 0.858651
[55]	training's auc: 0.869921	valid_1's auc: 0.858671
[56]	training's auc: 0.870166	valid_1's auc: 0.858669
[57]	training's auc: 0.870493	valid_1's auc: 0.85878
[58]	training's auc: 0.870801	valid_1's auc: 0.858868
[59]	training's auc: 0.871128	valid_1's auc: 0.858942
[60]	training's auc: 0.871307	valid_1's auc: 0.85898
[61]	training's auc: 0.871459	valid_1's auc: 0.858993
[62]	training's auc: 0.871583	valid_1's auc: 0.85899
[63]	training's auc: 0.87192	valid_1's auc: 0.859113
[64]	training's auc: 0.872142	valid_1's auc: 0.859162
[65]	training's auc: 0.872317	valid_1's auc: 0.859181
[66]	training's auc: 0.87274	valid_1's auc: 0.859387
[67]	training's auc: 0.873022	valid_1's auc: 0.859421
[68]	training's auc: 0.873292	valid_1's auc: 0.859513
[69]	training's auc: 0.873551	valid_1's auc: 0.859541
[70]	training's auc: 0.873766	valid_1's auc: 0.859555
[71]	training's auc: 0.873964	valid_1's auc: 0.859586
[72]	training's auc: 0.874275	valid_1's auc: 0.859639
[73]	training's auc: 0.874404	valid_1's auc: 0.859632
[74]	training's auc: 0.874681	valid_1's auc: 0.859724
[75]	training's auc: 0.874904	valid_1's auc: 0.859797
[76]	training's auc: 0.875283	valid_1's auc: 0.859904
[77]	training's auc: 0.875525	valid_1's auc: 0.85994
[78]	training's auc: 0.875708	valid_1's auc: 0.859987
[79]	training's auc: 0.875921	valid_1's auc: 0.860038
[80]	training's auc: 0.876149	valid_1's auc: 0.860075
[81]	training's auc: 0.876348	valid_1's auc: 0.860114
[82]	training's auc: 0.876568	valid_1's auc: 0.86022
[83]	training's auc: 0.876789	valid_1's auc: 0.860231
[84]	training's auc: 0.876931	valid_1's auc: 0.860237
[85]	training's auc: 0.877138	valid_1's auc: 0.860234
[86]	training's auc: 0.877279	valid_1's auc: 0.860207
[87]	training's auc: 0.877441	valid_1's auc: 0.860223
[88]	training's auc: 0.87763	valid_1's auc: 0.860308
[89]	training's auc: 0.877875	valid_1's auc: 0.860346
[90]	training's auc: 0.878071	valid_1's auc: 0.860399
[91]	training's auc: 0.878176	valid_1's auc: 0.860418
[92]	training's auc: 0.878425	valid_1's auc: 0.860467
[93]	training's auc: 0.87864	valid_1's auc: 0.860472
[94]	training's auc: 0.878794	valid_1's auc: 0.860506
[95]	training's auc: 0.878975	valid_1's auc: 0.860527
[96]	training's auc: 0.879219	valid_1's auc: 0.860541
[97]	training's auc: 0.879361	valid_1's auc: 0.860549
[98]	training's auc: 0.879522	valid_1's auc: 0.860557
[99]	training's auc: 0.879646	valid_1's auc: 0.860562
[100]	training's auc: 0.879828	valid_1's auc: 0.86056
[101]	training's auc: 0.880085	valid_1's auc: 0.8606
[102]	training's auc: 0.880249	valid_1's auc: 0.860607
[103]	training's auc: 0.880415	valid_1's auc: 0.86061
[104]	training's auc: 0.880614	valid_1's auc: 0.860656
[105]	training's auc: 0.880843	valid_1's auc: 0.86069
[106]	training's auc: 0.881059	valid_1's auc: 0.860681
[107]	training's auc: 0.881212	valid_1's auc: 0.860744
[108]	training's auc: 0.881412	valid_1's auc: 0.860763
[109]	training's auc: 0.881588	valid_1's auc: 0.860753
[110]	training's auc: 0.881723	valid_1's auc: 0.860756
[111]	training's auc: 0.88183	valid_1's auc: 0.860759
[112]	training's auc: 0.881994	valid_1's auc: 0.860766
[113]	training's auc: 0.882101	valid_1's auc: 0.86076
[114]	training's auc: 0.882269	valid_1's auc: 0.860748
[115]	training's auc: 0.882444	valid_1's auc: 0.860835
[116]	training's auc: 0.882596	valid_1's auc: 0.86079
[117]	training's auc: 0.882728	valid_1's auc: 0.86076
[118]	training's auc: 0.882844	valid_1's auc: 0.860754
[119]	training's auc: 0.883083	valid_1's auc: 0.860768
[120]	training's auc: 0.883209	valid_1's auc: 0.860753
[121]	training's auc: 0.883326	valid_1's auc: 0.86077
[122]	training's auc: 0.88344	valid_1's auc: 0.860739
[123]	training's auc: 0.883539	valid_1's auc: 0.860795
[124]	training's auc: 0.883615	valid_1's auc: 0.860801
[125]	training's auc: 0.883763	valid_1's auc: 0.86085
[126]	training's auc: 0.883926	valid_1's auc: 0.860838
[127]	training's auc: 0.884108	valid_1's auc: 0.860832
[128]	training's auc: 0.884257	valid_1's auc: 0.86087
[129]	training's auc: 0.8844	valid_1's auc: 0.860866
[130]	training's auc: 0.88456	valid_1's auc: 0.860878
[131]	training's auc: 0.884721	valid_1's auc: 0.860902
[132]	training's auc: 0.884818	valid_1's auc: 0.860943
[133]	training's auc: 0.884937	valid_1's auc: 0.860952
[134]	training's auc: 0.885024	valid_1's auc: 0.860944
[135]	training's auc: 0.885139	valid_1's auc: 0.860918
[136]	training's auc: 0.885305	valid_1's auc: 0.860951
[137]	training's auc: 0.885494	valid_1's auc: 0.860945
[138]	training's auc: 0.88564	valid_1's auc: 0.860937
[139]	training's auc: 0.885732	valid_1's auc: 0.860934
[140]	training's auc: 0.885927	valid_1's auc: 0.860942
[141]	training's auc: 0.886047	valid_1's auc: 0.860953
[142]	training's auc: 0.886178	valid_1's auc: 0.860944
[143]	training's auc: 0.886305	valid_1's auc: 0.860913
[144]	training's auc: 0.8864	valid_1's auc: 0.860912
[145]	training's auc: 0.886492	valid_1's auc: 0.860902
[146]	training's auc: 0.88655	valid_1's auc: 0.860877
[147]	training's auc: 0.886636	valid_1's auc: 0.860847
[148]	training's auc: 0.886782	valid_1's auc: 0.86085
[149]	training's auc: 0.886878	valid_1's auc: 0.860854
[150]	training's auc: 0.88701	valid_1's auc: 0.860824
[151]	training's auc: 0.88712	valid_1's auc: 0.860863
[152]	training's auc: 0.88728	valid_1's auc: 0.860856
[153]	training's auc: 0.88746	valid_1's auc: 0.860913
[154]	training's auc: 0.88761	valid_1's auc: 0.860953
[155]	training's auc: 0.887699	valid_1's auc: 0.860939
[156]	training's auc: 0.887859	valid_1's auc: 0.861001
[157]	training's auc: 0.887964	valid_1's auc: 0.860996
[158]	training's auc: 0.88807	valid_1's auc: 0.860995
[159]	training's auc: 0.88815	valid_1's auc: 0.860976
[160]	training's auc: 0.888237	valid_1's auc: 0.860987
[161]	training's auc: 0.888316	valid_1's auc: 0.860979
[162]	training's auc: 0.888449	valid_1's auc: 0.860992
[163]	training's auc: 0.888643	valid_1's auc: 0.861034
[164]	training's auc: 0.888763	valid_1's auc: 0.861051
[165]	training's auc: 0.888934	valid_1's auc: 0.861089
[166]	training's auc: 0.88901	valid_1's auc: 0.861085
[167]	training's auc: 0.889166	valid_1's auc: 0.861127
[168]	training's auc: 0.889359	valid_1's auc: 0.861194
[169]	training's auc: 0.889467	valid_1's auc: 0.86121
[170]	training's auc: 0.889598	valid_1's auc: 0.861215
[171]	training's auc: 0.889656	valid_1's auc: 0.861211
[172]	training's auc: 0.889734	valid_1's auc: 0.861199
[173]	training's auc: 0.889817	valid_1's auc: 0.86119
[174]	training's auc: 0.889899	valid_1's auc: 0.861194
[175]	training's auc: 0.890055	valid_1's auc: 0.861266
[176]	training's auc: 0.890167	valid_1's auc: 0.861238
[177]	training's auc: 0.890298	valid_1's auc: 0.861235
[178]	training's auc: 0.890396	valid_1's auc: 0.861253
[179]	training's auc: 0.890544	valid_1's auc: 0.861268
[180]	training's auc: 0.890652	valid_1's auc: 0.86126
[181]	training's auc: 0.890703	valid_1's auc: 0.861267
[182]	training's auc: 0.890784	valid_1's auc: 0.861272
[183]	training's auc: 0.890872	valid_1's auc: 0.861266
[184]	training's auc: 0.890942	valid_1's auc: 0.861261
[185]	training's auc: 0.891048	valid_1's auc: 0.861272
[186]	training's auc: 0.891173	valid_1's auc: 0.861318
[187]	training's auc: 0.891274	valid_1's auc: 0.861315
[188]	training's auc: 0.891397	valid_1's auc: 0.861295
[189]	training's auc: 0.891503	valid_1's auc: 0.861256
[190]	training's auc: 0.891574	valid_1's auc: 0.86125
[191]	training's auc: 0.891701	valid_1's auc: 0.861288
[192]	training's auc: 0.891861	valid_1's auc: 0.861293
[193]	training's auc: 0.891964	valid_1's auc: 0.861328
[194]	training's auc: 0.892125	valid_1's auc: 0.861377
[195]	training's auc: 0.892241	valid_1's auc: 0.861392
[196]	training's auc: 0.892303	valid_1's auc: 0.861415
[197]	training's auc: 0.89238	valid_1's auc: 0.86142
[198]	training's auc: 0.892514	valid_1's auc: 0.861421
[199]	training's auc: 0.892651	valid_1's auc: 0.861388
[200]	training's auc: 0.892711	valid_1's auc: 0.861403
[201]	training's auc: 0.892834	valid_1's auc: 0.861461
[202]	training's auc: 0.892941	valid_1's auc: 0.861463
[203]	training's auc: 0.893073	valid_1's auc: 0.861457
[204]	training's auc: 0.89321	valid_1's auc: 0.861466
[205]	training's auc: 0.893281	valid_1's auc: 0.861467
[206]	training's auc: 0.89336	valid_1's auc: 0.861457
[207]	training's auc: 0.89341	valid_1's auc: 0.861448
[208]	training's auc: 0.893475	valid_1's auc: 0.861448
[209]	training's auc: 0.893596	valid_1's auc: 0.861449
[210]	training's auc: 0.89372	valid_1's auc: 0.861463
[211]	training's auc: 0.893784	valid_1's auc: 0.861468
[212]	training's auc: 0.893886	valid_1's auc: 0.861452
[213]	training's auc: 0.893987	valid_1's auc: 0.861439
[214]	training's auc: 0.894035	valid_1's auc: 0.861434
[215]	training's auc: 0.894162	valid_1's auc: 0.861412
[216]	training's auc: 0.894237	valid_1's auc: 0.861428
[217]	training's auc: 0.894304	valid_1's auc: 0.861415
[218]	training's auc: 0.89438	valid_1's auc: 0.861408
[219]	training's auc: 0.894463	valid_1's auc: 0.861403
[220]	training's auc: 0.894566	valid_1's auc: 0.861375
[221]	training's auc: 0.894635	valid_1's auc: 0.861376
[222]	training's auc: 0.894774	valid_1's auc: 0.861374
[223]	training's auc: 0.894848	valid_1's auc: 0.861387
[224]	training's auc: 0.894992	valid_1's auc: 0.861373
[225]	training's auc: 0.895093	valid_1's auc: 0.861376
[226]	training's auc: 0.895174	valid_1's auc: 0.861383
[227]	training's auc: 0.89532	valid_1's auc: 0.861344
[228]	training's auc: 0.895414	valid_1's auc: 0.861304
[229]	training's auc: 0.895484	valid_1's auc: 0.861303
[230]	training's auc: 0.895558	valid_1's auc: 0.86127
[231]	training's auc: 0.895627	valid_1's auc: 0.861253
[232]	training's auc: 0.895694	valid_1's auc: 0.861249
[233]	training's auc: 0.895755	valid_1's auc: 0.861243
[234]	training's auc: 0.895926	valid_1's auc: 0.861296
[235]	training's auc: 0.896028	valid_1's auc: 0.861273
[236]	training's auc: 0.896132	valid_1's auc: 0.861278
[237]	training's auc: 0.896183	valid_1's auc: 0.861263
[238]	training's auc: 0.896248	valid_1's auc: 0.861295
[239]	training's auc: 0.896358	valid_1's auc: 0.861286
[240]	training's auc: 0.89643	valid_1's auc: 0.861285
[241]	training's auc: 0.896495	valid_1's auc: 0.861305
Early stopping, best iteration is:
[211]	training's auc: 0.893784	valid_1's auc: 0.861468
VALID AUC : 0.8614676250960374 ACC : 0.8044509900180004
