[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'num_leaves' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'learning_rate' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'max_depth' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'min_data_in_leaf' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'feature_fraction' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'bagging_fraction' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'bagging_freq' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'lambda_l1' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'lambda_l2' was locked by 'sweep' (ignored update).
[1]	training's auc: 0.8017	valid_1's auc: 0.801046
[39]	training's auc: 0.856194	valid_1's auc: 0.85178
[40]	training's auc: 0.856478	valid_1's auc: 0.851966
[41]	training's auc: 0.856816	valid_1's auc: 0.85222
[42]	training's auc: 0.857076	valid_1's auc: 0.852335
[43]	training's auc: 0.857297	valid_1's auc: 0.852469
[44]	training's auc: 0.85741	valid_1's auc: 0.852587
[45]	training's auc: 0.857751	valid_1's auc: 0.85273
[46]	training's auc: 0.858033	valid_1's auc: 0.852925
[47]	training's auc: 0.858267	valid_1's auc: 0.853016
[48]	training's auc: 0.858393	valid_1's auc: 0.85317
[49]	training's auc: 0.858628	valid_1's auc: 0.853232
[50]	training's auc: 0.858809	valid_1's auc: 0.853306
[51]	training's auc: 0.859164	valid_1's auc: 0.853453
[52]	training's auc: 0.859311	valid_1's auc: 0.853552
[53]	training's auc: 0.85954	valid_1's auc: 0.85368
[54]	training's auc: 0.859722	valid_1's auc: 0.853762
[55]	training's auc: 0.859905	valid_1's auc: 0.853936
[56]	training's auc: 0.86005	valid_1's auc: 0.853987
[57]	training's auc: 0.860115	valid_1's auc: 0.854059
[58]	training's auc: 0.860299	valid_1's auc: 0.854147
[59]	training's auc: 0.860404	valid_1's auc: 0.85422
[60]	training's auc: 0.860723	valid_1's auc: 0.854435
[61]	training's auc: 0.860796	valid_1's auc: 0.854455
[62]	training's auc: 0.860913	valid_1's auc: 0.854502
[63]	training's auc: 0.861062	valid_1's auc: 0.854575
[64]	training's auc: 0.861162	valid_1's auc: 0.854619
[65]	training's auc: 0.861289	valid_1's auc: 0.854643
[66]	training's auc: 0.8614	valid_1's auc: 0.8547
[67]	training's auc: 0.861505	valid_1's auc: 0.854748
[68]	training's auc: 0.861876	valid_1's auc: 0.854975
[69]	training's auc: 0.862072	valid_1's auc: 0.855073
[70]	training's auc: 0.862267	valid_1's auc: 0.85518
[71]	training's auc: 0.86255	valid_1's auc: 0.855323
[72]	training's auc: 0.862784	valid_1's auc: 0.855464
[73]	training's auc: 0.862941	valid_1's auc: 0.855507
[74]	training's auc: 0.863025	valid_1's auc: 0.855534
[75]	training's auc: 0.863063	valid_1's auc: 0.855535
[76]	training's auc: 0.863216	valid_1's auc: 0.855586
[77]	training's auc: 0.863298	valid_1's auc: 0.855621
[78]	training's auc: 0.863426	valid_1's auc: 0.855699
[79]	training's auc: 0.863528	valid_1's auc: 0.85571
[80]	training's auc: 0.863587	valid_1's auc: 0.855718
[81]	training's auc: 0.863696	valid_1's auc: 0.855715
[82]	training's auc: 0.86385	valid_1's auc: 0.855751
[83]	training's auc: 0.864096	valid_1's auc: 0.855843
[84]	training's auc: 0.864163	valid_1's auc: 0.855843
[85]	training's auc: 0.864262	valid_1's auc: 0.855862
[86]	training's auc: 0.864334	valid_1's auc: 0.855904
[87]	training's auc: 0.864468	valid_1's auc: 0.855961
[88]	training's auc: 0.864646	valid_1's auc: 0.855952
[89]	training's auc: 0.864725	valid_1's auc: 0.85603
[90]	training's auc: 0.864883	valid_1's auc: 0.856089
[91]	training's auc: 0.864912	valid_1's auc: 0.856095
[92]	training's auc: 0.865029	valid_1's auc: 0.85613
[93]	training's auc: 0.865088	valid_1's auc: 0.856159
[94]	training's auc: 0.865146	valid_1's auc: 0.856164
[95]	training's auc: 0.865296	valid_1's auc: 0.85626
[96]	training's auc: 0.865464	valid_1's auc: 0.856284
[97]	training's auc: 0.865551	valid_1's auc: 0.856309
[98]	training's auc: 0.865614	valid_1's auc: 0.856321
[99]	training's auc: 0.865756	valid_1's auc: 0.856313
[100]	training's auc: 0.865819	valid_1's auc: 0.85639
[101]	training's auc: 0.865875	valid_1's auc: 0.856456
[102]	training's auc: 0.865956	valid_1's auc: 0.85646
[103]	training's auc: 0.865994	valid_1's auc: 0.856467
[104]	training's auc: 0.866136	valid_1's auc: 0.856537
[105]	training's auc: 0.866212	valid_1's auc: 0.85656
[106]	training's auc: 0.866297	valid_1's auc: 0.856575
[107]	training's auc: 0.866388	valid_1's auc: 0.856595
[108]	training's auc: 0.866548	valid_1's auc: 0.856619
[109]	training's auc: 0.866685	valid_1's auc: 0.856619
[110]	training's auc: 0.866789	valid_1's auc: 0.856612
[111]	training's auc: 0.866814	valid_1's auc: 0.85663
[112]	training's auc: 0.866944	valid_1's auc: 0.856655
[113]	training's auc: 0.866978	valid_1's auc: 0.856654
[114]	training's auc: 0.867067	valid_1's auc: 0.856685
[115]	training's auc: 0.867107	valid_1's auc: 0.856708
[116]	training's auc: 0.867199	valid_1's auc: 0.856717
[117]	training's auc: 0.867407	valid_1's auc: 0.856768
[118]	training's auc: 0.867488	valid_1's auc: 0.856757
[119]	training's auc: 0.867559	valid_1's auc: 0.856778
[120]	training's auc: 0.867616	valid_1's auc: 0.856849
[121]	training's auc: 0.86769	valid_1's auc: 0.856846
[122]	training's auc: 0.867785	valid_1's auc: 0.856847
[123]	training's auc: 0.867846	valid_1's auc: 0.856891
[124]	training's auc: 0.867879	valid_1's auc: 0.856897
[125]	training's auc: 0.867933	valid_1's auc: 0.856872
[126]	training's auc: 0.868017	valid_1's auc: 0.856871
[127]	training's auc: 0.868082	valid_1's auc: 0.856887
[128]	training's auc: 0.868199	valid_1's auc: 0.856883
[129]	training's auc: 0.868263	valid_1's auc: 0.85688
[130]	training's auc: 0.868323	valid_1's auc: 0.856877
[131]	training's auc: 0.868456	valid_1's auc: 0.856904
[132]	training's auc: 0.868518	valid_1's auc: 0.856905
[133]	training's auc: 0.868693	valid_1's auc: 0.856935
[134]	training's auc: 0.868778	valid_1's auc: 0.856949
[135]	training's auc: 0.868944	valid_1's auc: 0.857029
[136]	training's auc: 0.868973	valid_1's auc: 0.857037
[137]	training's auc: 0.86907	valid_1's auc: 0.857033
[138]	training's auc: 0.869224	valid_1's auc: 0.857089
[139]	training's auc: 0.869296	valid_1's auc: 0.857095
[140]	training's auc: 0.869368	valid_1's auc: 0.857118
[141]	training's auc: 0.869475	valid_1's auc: 0.857136
[142]	training's auc: 0.86954	valid_1's auc: 0.857172
[143]	training's auc: 0.869604	valid_1's auc: 0.857162
[144]	training's auc: 0.86968	valid_1's auc: 0.857241
[145]	training's auc: 0.869771	valid_1's auc: 0.857318
[146]	training's auc: 0.869836	valid_1's auc: 0.857315
[147]	training's auc: 0.869895	valid_1's auc: 0.85732
[148]	training's auc: 0.869965	valid_1's auc: 0.857324
[149]	training's auc: 0.869994	valid_1's auc: 0.857335
[150]	training's auc: 0.870063	valid_1's auc: 0.857404
[151]	training's auc: 0.870125	valid_1's auc: 0.857489
[152]	training's auc: 0.870191	valid_1's auc: 0.857485
[153]	training's auc: 0.87028	valid_1's auc: 0.857498
[154]	training's auc: 0.870293	valid_1's auc: 0.857484
[155]	training's auc: 0.870352	valid_1's auc: 0.85749
[156]	training's auc: 0.870455	valid_1's auc: 0.85751
[157]	training's auc: 0.870517	valid_1's auc: 0.857506
[158]	training's auc: 0.87058	valid_1's auc: 0.857495
[159]	training's auc: 0.87062	valid_1's auc: 0.85754
[160]	training's auc: 0.870641	valid_1's auc: 0.857552
[161]	training's auc: 0.870736	valid_1's auc: 0.85758
[162]	training's auc: 0.87092	valid_1's auc: 0.857608
[163]	training's auc: 0.870991	valid_1's auc: 0.857572
[164]	training's auc: 0.871053	valid_1's auc: 0.857566
[165]	training's auc: 0.87113	valid_1's auc: 0.857571
[166]	training's auc: 0.871143	valid_1's auc: 0.857544
[167]	training's auc: 0.871243	valid_1's auc: 0.857515
[168]	training's auc: 0.871267	valid_1's auc: 0.857516
[169]	training's auc: 0.871312	valid_1's auc: 0.857515
[170]	training's auc: 0.871358	valid_1's auc: 0.857518
[171]	training's auc: 0.87141	valid_1's auc: 0.857504
[172]	training's auc: 0.871441	valid_1's auc: 0.857543
[173]	training's auc: 0.871523	valid_1's auc: 0.857548
[174]	training's auc: 0.871576	valid_1's auc: 0.857549
[175]	training's auc: 0.871595	valid_1's auc: 0.857561
[176]	training's auc: 0.871654	valid_1's auc: 0.857558
[177]	training's auc: 0.871689	valid_1's auc: 0.85757
[178]	training's auc: 0.871873	valid_1's auc: 0.857689
[179]	training's auc: 0.871932	valid_1's auc: 0.857685
[180]	training's auc: 0.872038	valid_1's auc: 0.857694
[181]	training's auc: 0.872139	valid_1's auc: 0.85769
[182]	training's auc: 0.872201	valid_1's auc: 0.857735
[183]	training's auc: 0.872221	valid_1's auc: 0.857745
[184]	training's auc: 0.872235	valid_1's auc: 0.857752
[185]	training's auc: 0.872288	valid_1's auc: 0.857793
[186]	training's auc: 0.872372	valid_1's auc: 0.857781
[187]	training's auc: 0.872422	valid_1's auc: 0.857779
[188]	training's auc: 0.872489	valid_1's auc: 0.857777
[189]	training's auc: 0.872568	valid_1's auc: 0.857834
[190]	training's auc: 0.872576	valid_1's auc: 0.857821
[191]	training's auc: 0.872644	valid_1's auc: 0.857804
[192]	training's auc: 0.872702	valid_1's auc: 0.857829
[193]	training's auc: 0.872771	valid_1's auc: 0.857826
[194]	training's auc: 0.872823	valid_1's auc: 0.85782
[195]	training's auc: 0.872868	valid_1's auc: 0.857787
[196]	training's auc: 0.872878	valid_1's auc: 0.857773
[197]	training's auc: 0.872936	valid_1's auc: 0.857776
[198]	training's auc: 0.872968	valid_1's auc: 0.857774
[199]	training's auc: 0.873034	valid_1's auc: 0.857811
[200]	training's auc: 0.873099	valid_1's auc: 0.857785
[201]	training's auc: 0.873163	valid_1's auc: 0.85778
[202]	training's auc: 0.873177	valid_1's auc: 0.857796
[203]	training's auc: 0.873236	valid_1's auc: 0.857785
[204]	training's auc: 0.873411	valid_1's auc: 0.857818
[205]	training's auc: 0.873468	valid_1's auc: 0.857812
[206]	training's auc: 0.873516	valid_1's auc: 0.857879
[207]	training's auc: 0.873536	valid_1's auc: 0.857882
[208]	training's auc: 0.87358	valid_1's auc: 0.857908
[209]	training's auc: 0.873611	valid_1's auc: 0.857929
[210]	training's auc: 0.873682	valid_1's auc: 0.857959
[211]	training's auc: 0.87374	valid_1's auc: 0.857955
[212]	training's auc: 0.87375	valid_1's auc: 0.857955
[213]	training's auc: 0.873794	valid_1's auc: 0.857983
[214]	training's auc: 0.873851	valid_1's auc: 0.857969
[215]	training's auc: 0.873871	valid_1's auc: 0.857977
[216]	training's auc: 0.873921	valid_1's auc: 0.857972
[217]	training's auc: 0.873962	valid_1's auc: 0.85797
[218]	training's auc: 0.874061	valid_1's auc: 0.857964
[219]	training's auc: 0.874093	valid_1's auc: 0.857984
[220]	training's auc: 0.874159	valid_1's auc: 0.857997
[221]	training's auc: 0.874173	valid_1's auc: 0.85801
[222]	training's auc: 0.874186	valid_1's auc: 0.858008
[223]	training's auc: 0.87425	valid_1's auc: 0.858045
[224]	training's auc: 0.874316	valid_1's auc: 0.858028
[225]	training's auc: 0.874347	valid_1's auc: 0.858077
[226]	training's auc: 0.874391	valid_1's auc: 0.858046
[227]	training's auc: 0.87443	valid_1's auc: 0.858082
[228]	training's auc: 0.87446	valid_1's auc: 0.858082
[229]	training's auc: 0.874512	valid_1's auc: 0.858087
[230]	training's auc: 0.874532	valid_1's auc: 0.858097
[231]	training's auc: 0.874548	valid_1's auc: 0.858085
[232]	training's auc: 0.874576	valid_1's auc: 0.858105
[233]	training's auc: 0.874666	valid_1's auc: 0.858119
[234]	training's auc: 0.874709	valid_1's auc: 0.858125
[235]	training's auc: 0.87474	valid_1's auc: 0.858113
[236]	training's auc: 0.874749	valid_1's auc: 0.858104
[237]	training's auc: 0.874772	valid_1's auc: 0.858122
[238]	training's auc: 0.874823	valid_1's auc: 0.858141
[239]	training's auc: 0.87483	valid_1's auc: 0.858131
[240]	training's auc: 0.875016	valid_1's auc: 0.858197
[241]	training's auc: 0.875032	valid_1's auc: 0.858218
[242]	training's auc: 0.87508	valid_1's auc: 0.858209
[243]	training's auc: 0.87513	valid_1's auc: 0.858194
[244]	training's auc: 0.875176	valid_1's auc: 0.858189
[245]	training's auc: 0.875196	valid_1's auc: 0.858188
[246]	training's auc: 0.875256	valid_1's auc: 0.858186
[247]	training's auc: 0.875268	valid_1's auc: 0.858178
[248]	training's auc: 0.875317	valid_1's auc: 0.858185
[249]	training's auc: 0.875357	valid_1's auc: 0.858191
[250]	training's auc: 0.875388	valid_1's auc: 0.85819
[251]	training's auc: 0.875436	valid_1's auc: 0.858185
[252]	training's auc: 0.875489	valid_1's auc: 0.858189
[253]	training's auc: 0.87554	valid_1's auc: 0.858186
[254]	training's auc: 0.875553	valid_1's auc: 0.858178
[255]	training's auc: 0.875578	valid_1's auc: 0.858202
[256]	training's auc: 0.875629	valid_1's auc: 0.858205
[257]	training's auc: 0.87568	valid_1's auc: 0.858189
[258]	training's auc: 0.87572	valid_1's auc: 0.858226
[259]	training's auc: 0.875778	valid_1's auc: 0.858227
[260]	training's auc: 0.875808	valid_1's auc: 0.858238
[261]	training's auc: 0.875848	valid_1's auc: 0.858244
[262]	training's auc: 0.875917	valid_1's auc: 0.858273
[263]	training's auc: 0.875923	valid_1's auc: 0.858274
[264]	training's auc: 0.875964	valid_1's auc: 0.85828
[265]	training's auc: 0.875986	valid_1's auc: 0.858304
[266]	training's auc: 0.875995	valid_1's auc: 0.858308
[267]	training's auc: 0.876007	valid_1's auc: 0.858316
[268]	training's auc: 0.876018	valid_1's auc: 0.858311
[269]	training's auc: 0.876069	valid_1's auc: 0.858299
[270]	training's auc: 0.876121	valid_1's auc: 0.858289
[271]	training's auc: 0.876156	valid_1's auc: 0.858302
[272]	training's auc: 0.876165	valid_1's auc: 0.858306
[273]	training's auc: 0.876177	valid_1's auc: 0.858308
[274]	training's auc: 0.876182	valid_1's auc: 0.858303
[275]	training's auc: 0.876209	valid_1's auc: 0.858301
[276]	training's auc: 0.87622	valid_1's auc: 0.858319
[277]	training's auc: 0.876228	valid_1's auc: 0.858321
[278]	training's auc: 0.876258	valid_1's auc: 0.858321
[279]	training's auc: 0.87628	valid_1's auc: 0.858313
[280]	training's auc: 0.876289	valid_1's auc: 0.858312
[281]	training's auc: 0.87633	valid_1's auc: 0.858321
[282]	training's auc: 0.876362	valid_1's auc: 0.858317
[283]	training's auc: 0.87641	valid_1's auc: 0.858312
[284]	training's auc: 0.876435	valid_1's auc: 0.858308
[285]	training's auc: 0.876527	valid_1's auc: 0.858291
[286]	training's auc: 0.876534	valid_1's auc: 0.858295
[287]	training's auc: 0.876548	valid_1's auc: 0.858307
[288]	training's auc: 0.876595	valid_1's auc: 0.858303
[289]	training's auc: 0.876739	valid_1's auc: 0.858369
[290]	training's auc: 0.876745	valid_1's auc: 0.858369
[291]	training's auc: 0.876789	valid_1's auc: 0.858363
[292]	training's auc: 0.876797	valid_1's auc: 0.858364
[293]	training's auc: 0.876816	valid_1's auc: 0.858372
[294]	training's auc: 0.876825	valid_1's auc: 0.858377
[295]	training's auc: 0.876871	valid_1's auc: 0.8584
[296]	training's auc: 0.876917	valid_1's auc: 0.858407
[297]	training's auc: 0.876956	valid_1's auc: 0.858433
[298]	training's auc: 0.877005	valid_1's auc: 0.858456
[299]	training's auc: 0.877027	valid_1's auc: 0.858468
[300]	training's auc: 0.877048	valid_1's auc: 0.858487
[301]	training's auc: 0.87708	valid_1's auc: 0.858462
[302]	training's auc: 0.87716	valid_1's auc: 0.858444
[303]	training's auc: 0.877182	valid_1's auc: 0.858467
[304]	training's auc: 0.877201	valid_1's auc: 0.858489
[305]	training's auc: 0.877207	valid_1's auc: 0.858492
[306]	training's auc: 0.877262	valid_1's auc: 0.858508
[307]	training's auc: 0.877268	valid_1's auc: 0.858501
[308]	training's auc: 0.877371	valid_1's auc: 0.858485
[309]	training's auc: 0.877382	valid_1's auc: 0.858476
[310]	training's auc: 0.877389	valid_1's auc: 0.858474
[311]	training's auc: 0.877399	valid_1's auc: 0.858476
[312]	training's auc: 0.877473	valid_1's auc: 0.858471
[313]	training's auc: 0.877568	valid_1's auc: 0.858445
[314]	training's auc: 0.877575	valid_1's auc: 0.858442
[315]	training's auc: 0.877587	valid_1's auc: 0.858443
[316]	training's auc: 0.877597	valid_1's auc: 0.858451
[317]	training's auc: 0.877601	valid_1's auc: 0.858445
[318]	training's auc: 0.877604	valid_1's auc: 0.858435
[319]	training's auc: 0.877625	valid_1's auc: 0.858439
[320]	training's auc: 0.877661	valid_1's auc: 0.858423
[321]	training's auc: 0.877675	valid_1's auc: 0.85843
[322]	training's auc: 0.877729	valid_1's auc: 0.858398
[323]	training's auc: 0.877749	valid_1's auc: 0.858386
[324]	training's auc: 0.877764	valid_1's auc: 0.858397
[325]	training's auc: 0.877776	valid_1's auc: 0.858418
[326]	training's auc: 0.877785	valid_1's auc: 0.858427
[327]	training's auc: 0.877832	valid_1's auc: 0.858412
[328]	training's auc: 0.877851	valid_1's auc: 0.858406
[329]	training's auc: 0.877891	valid_1's auc: 0.858401
[330]	training's auc: 0.877921	valid_1's auc: 0.858397
[331]	training's auc: 0.87795	valid_1's auc: 0.858383
[332]	training's auc: 0.877956	valid_1's auc: 0.858383
[333]	training's auc: 0.877966	valid_1's auc: 0.858387
[334]	training's auc: 0.878014	valid_1's auc: 0.858413
[335]	training's auc: 0.878015	valid_1's auc: 0.858415
[336]	training's auc: 0.87803	valid_1's auc: 0.858415
[337]	training's auc: 0.878042	valid_1's auc: 0.858412
[338]	training's auc: 0.87809	valid_1's auc: 0.858407
[339]	training's auc: 0.878156	valid_1's auc: 0.858418
[340]	training's auc: 0.878216	valid_1's auc: 0.858423
[341]	training's auc: 0.878264	valid_1's auc: 0.858433
[342]	training's auc: 0.878273	valid_1's auc: 0.858432
[343]	training's auc: 0.878333	valid_1's auc: 0.858412
[344]	training's auc: 0.87834	valid_1's auc: 0.858421
[345]	training's auc: 0.878383	valid_1's auc: 0.858423
[346]	training's auc: 0.8784	valid_1's auc: 0.858423
[347]	training's auc: 0.878426	valid_1's auc: 0.858439
[348]	training's auc: 0.878431	valid_1's auc: 0.858439
[349]	training's auc: 0.87848	valid_1's auc: 0.858445
[350]	training's auc: 0.878496	valid_1's auc: 0.858446
[351]	training's auc: 0.878523	valid_1's auc: 0.858429
[352]	training's auc: 0.878562	valid_1's auc: 0.858428
[353]	training's auc: 0.878654	valid_1's auc: 0.858405
[354]	training's auc: 0.878666	valid_1's auc: 0.858409
[355]	training's auc: 0.878675	valid_1's auc: 0.858414
[356]	training's auc: 0.878694	valid_1's auc: 0.858422
Early stopping, best iteration is:
[306]	training's auc: 0.877262	valid_1's auc: 0.858508
VALID AUC : 0.8585084374903816 ACC : 0.8038756388415673
